review,sentiment
a fast paced and suspenseful argentinian thriller about the shadow side of play . ,1
"would 've been nice if the screenwriters had trusted audiences to understand a complex story , and left off the film 's predictable denouement . ",0
he 's not good with people . ,0
"... plays like a badly edited , 91-minute trailer -lrb- and -rrb- the director ca n't seem to get a coherent rhythm going . ",0
and we do n't avert our eyes for a moment . ,1
my own minority report is that it stinks . ,0
this film biggest problem ? ,0
a sub-formulaic slap in the face to seasonal cheer . ,0
nothing more or less than an outright bodice-ripper -- it should have ditched the artsy pretensions and revelled in the entertaining shallows . ,0
it 's not a great monster movie . ,0
the script is too mainstream and the psychology too textbook to intrigue . ,0
stevens ' vibrant creative instincts are the difference between this and countless other flicks about guys and dolls . ,1
the whole mess boils down to a transparently hypocritical work that feels as though it 's trying to set the women 's liberation movement back 20 years . ' ,0
i 'm going to give it a marginal thumbs up . ,1
nothing can detract from the affection of that moral favorite : friends will be friends through thick and thin . ,1
crush is so warm and fuzzy you might be able to forgive its mean-spirited second half . ,1
this one is not nearly as dreadful as expected . ,1
"washington overcomes the script 's flaws and envelops the audience in his character 's anguish , anger and frustration . ",1
"if a big musical number like ` praise the lord , he 's the god of second chances ' does n't put you off , this will be an enjoyable choice for younger kids . ",1
"fans of plympton 's shorts may marginally enjoy the film , but it is doubtful this listless feature will win him any new viewers . ",0
"an ambitious , guilt-suffused melodrama crippled by poor casting . ",0
inconsequential road-and-buddy pic . ,0
ear-splitting exercise in formula crash-and-bash action . ,0
"a boring masquerade ball where normally good actors , even kingsley , are made to look bad . ",0
"nicolas cage is n't the first actor to lead a group of talented friends astray , and this movie wo n't create a ruffle in what is already an erratic career . ",0
"like vardalos and corbett , who play their roles with vibrant charm , the film , directed by joel zwick , is heartfelt and hilarious in ways you ca n't fake . ",1
"a lightweight , uneven action comedy that freely mingles french , japanese and hollywood cultures . ",0
australia : land beyond time is an enjoyable big movie primarily because australia is a weirdly beautiful place . ,1
the gags that fly at such a furiously funny pace that the only rip off that we were aware of was the one we felt when the movie ended so damned soon . ,1
"the documentary is much too conventional -- lots of boring talking heads , etc. -- to do the subject matter justice . ",0
"evokes a palpable sense of disconnection , made all the more poignant by the incessant use of cell phones . ",1
the entire movie establishes a wonderfully creepy mood . ,1
a genuine mind-bender . ,1
"leave it to john sayles to take on developers , the chamber of commerce , tourism , historical pageants , and commercialism all in the same movie ... without neglecting character development for even one minute . ",1
has enough gun battles and throwaway humor to cover up the yawning chasm where the plot should be . ,0
half past dead is just such an achievement . ,1
"bill morrison 's decasia is uncompromising , difficult and unbearably beautiful . ",1
arteta directs one of the best ensemble casts of the year ,1
make like the title and dodge this one . ,0
the mantra behind the project seems to have been ` it 's just a kids ' flick . ' ,0
"the film boasts at least a few good ideas and features some decent performances , but the result is disappointing . ",1
hard to resist . ,1
two-bit potboiler . ,0
... unbearably lame . ,0
-lrb- allen 's -rrb- best works understand why snobbery is a better satiric target than middle-america diversions could ever be . ,1
a negligible british comedy . ,0
"unfortunately , kapur modernizes a.e.w. mason 's story to suit the sensibilities of a young american , a decision that plucks `` the four feathers '' bare . ",0
the story 's pathetic and the gags are puerile . . ,0
"while it 's all quite tasteful to look at , the attention process tends to do a little fleeing of its own . ",0
"a non-britney person might survive a screening with little harm done , except maybe for the last 15 minutes , which are as maudlin as any after-school special you can imagine . ",0
"the film has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted and filled with crude humor and vulgar innuendo . ",0
one of the best rock documentaries ever . ,1
"in other words , about as bad a film you 're likely to see all year . ",0
"over the years , hollywood has crafted a solid formula for successful animated movies , and ice age only improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor . ",1
"it 's clear why deuces wild , which was shot two years ago , has been gathering dust on mgm 's shelf . ",0
"this wretchedly unfunny wannabe comedy is inane and awful - no doubt , it 's the worst movie i 've seen this summer . ",0
a slow-moving police-procedural thriller that takes its title all too literally . ,0
a movie where story is almost an afterthought amidst a swirl of colors and inexplicable events . ,0
worth a salute just for trying to be more complex than your average film . ,1
poetry in motion captured on film . ,1
"beautifully crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing . ",1
"juliette binoche 's sand is vivacious , but it 's hard to sense that powerhouse of 19th-century prose behind her childlike smile . ",1
"while parker and co-writer catherine di napoli are faithful to melville 's plotline , they and a fully engaged supporting cast ... have made the old boy 's characters more quick-witted than any english lit major would have thought possible . ",1
"a fantastically vital movie that manages to invest real humor , sensuality , and sympathy into a story about two adolescent boys . ",1
"when a movie asks you to feel sorry for mick jagger 's sex life , it already has one strike against it . ",0
"a cellophane-pop remake of the punk classic ladies and gentlemen , the fabulous stains ... crossroads is never much worse than bland or better than inconsequential . ",0
one of the best looking and stylish animated movies in quite a while ... ,1
... an enjoyably frothy ` date movie ' ... ,1
it is too bad that this likable movie is n't more accomplished . ,0
such an incomprehensible mess that it feels less like bad cinema than like being stuck in a dark pit having a nightmare about bad cinema . ,0
"human nature , in short , is n't nearly as funny as it thinks it is ; neither is it as smart . ",0
"too predictably , in fact . ",0
evokes the 19th century with a subtlety that is an object lesson in period filmmaking . ,1
"although made on a shoestring and unevenly acted , conjures a lynch-like vision of the rotting underbelly of middle america . ",0
it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing . ,1
a wretched movie that reduces the second world war to one man 's quest to find an old flame . ,0
why ? ,0
"more than their unique residences , home movie is about the people who live in them , who have carved their own comfortable niche in the world and have been kind enough to share it . ",1
what elevates the movie above the run-of-the-mill singles blender is its surreal sense of humor and technological finish . ,1
"mr. deeds is sure to give you a lot of laughs in this simple , sweet and romantic comedy . ",1
tends to plod . ,0
maid in manhattan proves that it 's easier to change the sheets than to change hackneyed concepts when it comes to dreaming up romantic comedies . ,0
easily one of the best and most exciting movies of the year . ,1
-- but certainly hard to hate . ,1
"to build a feel-good fantasy around a vain dictator-madman is off-putting , to say the least , not to mention inappropriate and wildly undeserved . ",0
"never lets go your emotions , taking them to surprising highs , sorrowful lows and hidden impulsive niches ... gorgeous , passionate , and at times uncommonly moving . ",1
"it 's a lot to ask people to sit still for two hours and change watching such a character , especially when rendered in as flat and impassive a manner as phoenix 's . ",0
"even though we know the outcome , the seesawing of the general 's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses lends the film a resonant undertone of tragedy . ",1
"devolves into the derivative , leaning on badly-rendered cgi effects . ",0
it made me realize that we really have n't had a good cheesy b-movie playing in theaters since ... well ... since last week 's reign of fire . ,0
"goldmember has none of the visual wit of the previous pictures , and it looks as though jay roach directed the film from the back of a taxicab . ",0
"according to the script , grant and bullock 's characters are made for each other . ",1
-lrb- macdowell -rrb- ventures beyond her abilities several times here and reveals how bad an actress she is . ,0
"the notion of deleting emotion from people , even in an advanced prozac nation , is so insanely dysfunctional that the rampantly designed equilibrium becomes a concept doofus . ",0
"the production has been made with an enormous amount of affection , so we believe these characters love each other . ",1
"a frustrating ` tweener ' -- too slick , contrived and exploitative for the art houses and too cynical , small and decadent for the malls . ",0
becomes the last thing you would expect from a film with this title or indeed from any plympton film : boring . ,0
"it all unfolds predictably , and the adventures that happen along the way seem repetitive and designed to fill time , providing no real sense of suspense . ",0
... standard guns versus martial arts cliche with little new added . ,1
it recycles every clichÃ© about gays in what is essentially an extended soap opera . ,0
the crassness of this reactionary thriller is matched only by the ridiculousness of its premise . ,0
visually captivating . ,1
"from the dull , surreal ache of mortal awareness emerges a radiant character portrait . ",1
after that it becomes long and tedious like a classroom play in a college history course . ,0
queen of the damned is too long with too little going on . ,0
what might have been acceptable on the printed page of iles ' book does not translate well to the screen . ,0
"-lrb- `` safe conduct '' -rrb- is a long movie at 163 minutes but it fills the time with drama , romance , tragedy , bravery , political intrigue , partisans and sabotage . ",1
the entire movie is in need of a scented bath . ,0
"it is life affirming and heartbreaking , sweet without the decay factor , funny and sad . ",1
"contrived as this may sound , mr. rose 's updating works surprisingly well . ",1
"k-19 will not go down in the annals of cinema as one of the great submarine stories , but it is an engaging and exciting narrative of man confronting the demons of his own fear and paranoia . ",1
a terrifically entertaining specimen of spielbergian sci-fi . ,1
"a clash between the artificial structure of the story and the more contemporary , naturalistic tone of the film ... ",0
but the feelings evoked in the film are lukewarm and quick to pass . ,0
"in the new guy , even the bull gets recycled . ",0
"with spy kids 2 : the island of lost dreams , the spy kids franchise establishes itself as a durable part of the movie landscape : a james bond series for kids . ",1
this is a superior horror flick . ,1
"although the subject matter may still be too close to recent national events , the film works - mostly due to its superior cast of characters . ",1
"much of the digitally altered footage appears jagged , as if filmed directly from a television monitor , while the extensive use of stock footage quickly becomes a tiresome clichÃ© . ",0
"the problem with the mayhem in formula 51 is not that it 's offensive , but that it 's boring . ",0
"better effects , better acting and a hilarious kenneth branagh . ",1
and that is where ararat went astray . ,0
"nothing sticks , really , except a lingering creepiness one feels from being dragged through a sad , sordid universe of guns , drugs , avarice and damaged dreams . ",0
it 's refreshing to see a romance this smart . ,1
manages to accomplish what few sequels can -- it equals the original and in some ways even betters it . ,1
"as ex-marine walter , who may or may not have shot kennedy , actor raymond j. barry is perfectly creepy and believable . ",1
"it might not be 1970s animation , but everything else about it is straight from the saturday morning cartoons -- a retread story , bad writing , and the same old silliness . ",0
it 's all surface psychodramatics . ,0
the picture emerges as a surprisingly anemic disappointment . ,0
"a simple tale of an unlikely friendship , but thanks to the gorgeous locales and exceptional lead performances , it has considerable charm . ",1
that 's fun for kids of any age . ,1
provides a very moving and revelatory footnote to the holocaust . ,1
"the waterlogged script plumbs uncharted depths of stupidity , incoherence and sub-sophomoric sexual banter . ",0
sade achieves the near-impossible : it turns the marquis de sade into a dullard . ,0
"and there 's an element of heartbreak to watching it now , with older and wiser eyes , because we know what will happen after greene 's story ends . ",1
"a determined , ennui-hobbled slog that really does n't have much to say beyond the news flash that loneliness can make people act weird . ",0
"the movie is loaded with good intentions , but in his zeal to squeeze the action and our emotions into the all-too-familiar dramatic arc of the holocaust escape story , minac drains his movie of all individuality . ",0
the leanest and meanest of solondz 's misanthropic comedies . ,1
"it sounds like another clever if pointless excursion into the abyss , and that 's more or less how it plays out . ",0
the movie is about as deep as that sentiment . ,0
"because the film deliberately lacks irony , it has a genuine dramatic impact ; it plays like a powerful 1957 drama we 've somehow never seen before . ",1
"if there 's a heaven for bad movies , deuces wild is on its way . ",0
clooney directs this film always keeping the balance between the fantastic and the believable ... ,1
bravado kathy ! ,1
a heroic tale of persistence that is sure to win viewers ' hearts . ,1
hardly a film that comes along every day . ,1
"watchable up until the point where the situations and the dialogue spin hopelessly out of control -- that is to say , when carol kane appears on the screen . ",0
especially give credit to affleck . ,1
scarcely worth a mention apart from reporting on the number of tumbleweeds blowing through the empty theatres graced with its company . ,0
derailed by bad writing and possibly also by some of that extensive post-production reworking to aim the film at young males in the throes of their first full flush of testosterone . ,0
"the acting , for the most part , is terrific , although the actors must struggle with the fact that they 're playing characters who sometimes feel more like literary conceits than flesh-and-blood humans . ",1
it 's supposed to be post-feminist breezy but ends up as tedious as the chatter of parrots raised on oprah . ,0
skip the film and buy the philip glass soundtrack cd . ,0
shot like a postcard and overacted with all the boozy self-indulgence that brings out the worst in otherwise talented actors ... ,0
"... the tale of her passionate , tumultuous affair with musset unfolds as sand 's masculine persona , with its love of life and beauty , takes form . ",1
"they crush each other under cars , throw each other out windows , electrocute and dismember their victims in full consciousness . ",0
"an energetic , violent movie with a momentum that never lets up . ",1
"fessenden has nurtured his metaphors at the expense of his narrative , but he does display an original talent . ",1
time of favor could have given audiences the time of day by concentrating on the elements of a revealing alienation among a culture of people who sadly are at hostile odds with one another through recklessness and retaliation . ,0
a visual spectacle full of stunning images and effects . ,1
"this is popcorn movie fun with equal doses of action , cheese , ham and cheek -lrb- as well as a serious debt to the road warrior -rrb- , but it feels like unrealized potential ",1
"as warm as it is wise , deftly setting off uproarious humor with an underlying seriousness that sneaks up on the viewer , providing an experience that is richer than anticipated . ",1
"it 's a lovely , eerie film that casts an odd , rapt spell . ",1
"i 'll stay with the stage versions , however , which bite cleaner , and deeper . ",0
"hey , happy ! ",1
a mesmerizing cinematic poem from the first frame to the last . ,1
"this time , the hype is quieter , and while the movie is slightly less successful than the first , it 's still a rollicking good time for the most part . ",1
promises is a compelling piece that demonstrates just how well children can be trained to live out and carry on their parents ' anguish . ,1
"manipulative claptrap , a period-piece movie-of-the-week , plain old blarney ... take your pick . ",0
this is more fascinating -- being real -- than anything seen on jerry springer . ,1
"while somewhat less than it might have been , the film is a good one , and you 've got to hand it to director george clooney for biting off such a big job the first time out . ",1
the campy results make mel brooks ' borscht belt schtick look sophisticated . ,1
"but once the falcon arrives in the skies above manhattan , the adventure is on red alert . ",1
"who knows , but it works under the direction of kevin reynolds . ",1
"the spaniel-eyed jean reno infuses hubert with a mixture of deadpan cool , wry humor and just the measure of tenderness required to give this comic slugfest some heart . ",1
if you open yourself up to mr. reggio 's theory of this imagery as the movie 's set ... it can impart an almost visceral sense of dislocation and change . ,1
"-lrb- jeff 's -rrb- gorgeous , fluid compositions , underlined by neil finn and edmund mcwilliams 's melancholy music , are charged with metaphor , but rarely easy , obvious or self-indulgent . ",1
the movie is pretty funny now and then without in any way demeaning its subjects . ,1
"because the genre is well established , what makes the movie fresh is smart writing , skewed characters , and the title performance by kieran culkin . ",1
everything that was right about blade is wrong in its sequel . ,0
first-time director joÃ£o pedro rodrigues ' unwillingness to define his hero 's background or motivations becomes more and more frustrating as the film goes on . ,0
it 's rare to see a movie that takes such a speedy swan dive from `` promising '' to `` interesting '' to `` familiar '' before landing squarely on `` stupid '' . ,0
"the movie is so contrived , nonsensical and formulaic that , come to think of it , the day-old shelf would be a more appropriate location to store it . ",0
at best this is a film for the under-7 crowd . ,0
but the movie 's narrative hook is way too muddled to be an effectively chilling guilty pleasure . ,0
smart and taut . ,1
it 's pretentious in a way that verges on the amateurish . ,0
"sounding like arnold schwarzenegger , with a physique to match , -lrb- ahola -rrb- has a wooden delivery and encounters a substantial arc of change that does n't produce any real transformation . ",0
"reminiscent of alfred hitchcock 's thrillers , most of the scary parts in ` signs ' occur while waiting for things to happen . ",1
a yawn-provoking little farm melodrama . ,0
"what 's most offensive is n't the waste of a good cast , but the film 's denial of sincere grief and mourning in favor of bogus spiritualism . ",0
"weaver and lapaglia are both excellent , in the kind of low-key way that allows us to forget that they are actually movie folk . ",1
the film 's constant mood of melancholy and its unhurried narrative are masterfully controlled . ,1
no doubt the star and everyone else involved had their hearts in the right place . ,1
"like a bad improvisation exercise , the superficially written characters ramble on tediously about their lives , loves and the art they 're struggling to create . ",0
"for a film about explosions and death and spies , `` ballistic : ecks vs. sever '' seems as safe as a children 's film . ",0
"nobody seems to have cared much about any aspect of it , from its cheesy screenplay to the grayish quality of its lighting to its last-minute , haphazard theatrical release . ",0
leigh succeeds in delivering a dramatic slap in the face that 's simultaneously painful and refreshing . ,1
"every so often a film comes along that is so insanely stupid , so awful in so many ways that watching it leaves you giddy . ",0
otto-sallies has a real filmmaker 's eye . ,1
"what we have is a character faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance . ",0
to say that this vapid vehicle is downright doltish and uneventful is just as obvious as telling a country skunk that he has severe body odor . ,0
he makes you realize that deep inside righteousness can be found a tough beauty . ,1
"given the fact that virtually no one is bound to show up at theatres for it , the project should have been made for the tube . ",0
"to better understand why this did n't connect with me would require another viewing , and i wo n't be sitting through this one again ... that in itself is commentary enough . ",0
seems like someone going through the motions . ,0
"the low-key direction is pleasingly emphatic in this properly intense , claustrophobic tale of obsessive love . ",1
imperfect ? ,0
"there is a beautiful , aching sadness to it all . ",1
"the jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious . ",0
a journey that is as difficult for the audience to take as it is for the protagonist -- yet it 's potentially just as rewarding . ,1
"the graphic carnage and re-creation of war-torn croatia is uncomfortably timely , relevant , and sickeningly real . ",1
the film 's hero is a bore and his innocence soon becomes a questionable kind of inexcusable dumb innocence . ,0
"the chateau belongs to rudd , whose portrait of a therapy-dependent flakeball spouting french malapropisms ... is a nonstop hoot . ",1
part of the film 's cheeky charm comes from its vintage schmaltz . ,1
"a quaint , romanticized rendering . ",1
"it does n't offer audiences any way of gripping what its point is , or even its attitude toward its subject . ",0
feels strangely hollow at its emotional core . ,0
"although disney follows its standard formula in this animated adventure , it feels more forced than usual . ",0
"... expands the horizons of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape . ",0
a movie that ca n't get sufficient distance from leroy 's delusions to escape their maudlin influence . ,0
"tale will be all too familiar for anyone who 's seen george roy hill 's 1973 film , `` the sting . '' ",0
"i 'm not sure which half of dragonfly is worse : the part where nothing 's happening , or the part where something 's happening , but it 's stupid . ",0
"as gamely as the movie tries to make sense of its title character , there remains a huge gap between the film 's creepy , clean-cut dahmer -lrb- jeremy renner -rrb- and fiendish acts that no amount of earnest textbook psychologizing can bridge . ",0
"rarely , indeed almost never , is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinema . ",1
the kind of movie that leaves vague impressions and a nasty aftertaste but little clear memory of its operational mechanics . ,0
the film 's maudlin focus on the young woman 's infirmity and her naive dreams play like the worst kind of hollywood heart-string plucking . ,0
but what 's nice is that there 's a casual intelligence that permeates the script . ,1
"like an afterschool special with costumes by gianni versace , mad love looks better than it feels . ",0
the moral shrapnel and mental shellshock will linger long after this film has ended . ,1
"if s&m seems like a strange route to true love , maybe it is , but it 's to this film 's -lrb- and its makers ' -rrb- credit that we believe that that 's exactly what these two people need to find each other -- and themselves . ",1
"stealing harvard does n't care about cleverness , wit or any other kind of intelligent humor . ",0
one of the worst films of 2002 . ,0
-lrb- it 's -rrb- a clever thriller with enough unexpected twists to keep our interest . ,1
would benigni 's italian pinocchio have been any easier to sit through than this hastily dubbed disaster ? ,0
"adam sandler 's heart may be in the right place , but he needs to pull his head out of his butt ",0
"there 's no palpable chemistry between lopez and male lead ralph fiennes , plus the script by working girl scribe kevin wade is workmanlike in the extreme . ",0
feels less like a change in -lrb- herzog 's -rrb- personal policy than a half-hearted fluke . ,0
it 's not original enough . ,0
douglas mcgrath 's nicholas nickleby does dickens as it should be done cinematically . ,1
"kicks off with an inauspicious premise , mopes through a dreary tract of virtually plotless meanderings and then ends with a whimper . ",0
the plot is paper-thin and the characters are n't interesting enough to watch them go about their daily activities for two whole hours . ,0
"with amazing finesse , the film shadows heidi 's trip back to vietnam and the city where her mother , mai thi kim , still lives . ",1
"sweetly sexy , funny and touching . ",1
"solondz may be convinced that he has something significant to say , but he is n't talking a talk that appeals to me . ",0
the result is an ` action film ' mired in stasis . ,0
boasts eye-catching art direction but has a forcefully quirky tone that quickly wears out its limited welcome . ,0
the film itself is about something very interesting and odd that would probably work better as a real documentary without the insinuation of mediocre acting or a fairly trite narrative . ,0
"but while the highly predictable narrative falls short , treasure planet is truly gorgeous to behold . ",1
elling builds gradually until you feel fully embraced by this gentle comedy . ,1
"the movie is concocted and carried out by folks worthy of scorn , and the nicest thing i can say is that i ca n't remember a single name responsible for it . ",0
"terminally bland , painfully slow and needlessly confusing ... the movie , shot on digital videotape rather than film , is frequently indecipherable . ",0
"deadly dull , pointless meditation on losers in a gone-to-seed hotel . ",0
what little grace -lrb- rifkin 's -rrb- tale of precarious skid-row dignity achieves is pushed into the margins by predictable plotting and tiresome histrionics . ,0
it trusts the story it sets out to tell . ,1
"the ingenious construction -lrb- adapted by david hare from michael cunningham 's novel -rrb- constantly flows forwards and back , weaving themes among three strands which allow us to view events as if through a prism ",1
too bad none of it is funny . ,0
i felt trapped and with no obvious escape for the entire 100 minutes . ,0
"cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude . ",0
"best of all is garcia , who perfectly portrays the desperation of a very insecure man . ",1
"even at its worst , it 's not half-bad . ",1
there 's much tongue in cheek in the film and there 's no doubt the filmmaker is having fun with it all . ,1
"hard as this may be to believe , here on earth , a surprisingly similar teen drama , was a better film . ",0
"what the movie lacks in action it more than makes up for in drama , suspense , revenge , and romance . ",1
it 's like going to a house party and watching the host defend himself against a frothing ex-girlfriend . ,0
goes on and on to the point of nausea . ,0
"there 's a scientific law to be discerned here that producers would be well to heed : mediocre movies start to drag as soon as the action speeds up ; when the explosions start , they fall to pieces . ",0
you 'll find yourself wishing that you and they were in another movie . ,0
jonathan parker 's bartleby should have been the be-all-end-all of the modern-office anomie films . ,1
"it is about irrational , unexplainable life and it seems so real because it does not attempt to filter out the complexity . ",1
"a solidly constructed , entertaining thriller that stops short of true inspiration . ",1
"` it 's painful to watch witherspoon 's talents wasting away inside unnecessary films like legally blonde and sweet home abomination , i mean , alabama . ' ",0
is that it 's a crime movie made by someone who obviously knows nothing about crime . ,0
"an inuit masterpiece that will give you goosebumps as its uncanny tale of love , communal discord , and justice unfolds . ",1
"such master screenwriting comes courtesy of john pogue , the yale grad who previously gave us `` the skulls '' and last year 's `` rollerball . '' ",1
"straightforward and old-fashioned in the best possible senses of both those words , possession is a movie that puts itself squarely in the service of the lovers who inhabit it . ",1
"`` frailty '' offers chills much like those that you get when sitting around a campfire around midnight , telling creepy stories to give each other the willies . ",1
"one of those rare films that seems as though it was written for no one , but somehow manages to convince almost everyone that it was put on the screen , just for them . ",1
... irritating soul-searching garbage . ,0
the best movie in many a moon about the passions that sometimes fuel our best achievements and other times leave us stranded with nothing more than our lesser appetites . ,1
devos delivers a perfect performance that captures the innocence and budding demons within a wallflower . ,1
"i had a dream that a smart comedy would come along to rescue me from a summer of teen-driven , toilet-humor codswallop , and its name was earnest . ",1
puts on airs of a hal hartley wannabe film -- without the vital comic ingredient of the hilarious writer-director himself . ,0
"art-house to the core , read my lips is a genre-curling crime story that revives the free-wheeling noir spirit of old french cinema . ",1
"leaping from one arresting image to another , songs from the second floor has all the enjoyable randomness of a very lively dream and so manages to be compelling , amusing and unsettling at the same time . ",1
begins like a docu-drama but builds its multi-character story with a flourish . ,1
below is well below expectations . ,0
"each of these stories has the potential for touched by an angel simplicity and sappiness , but thirteen conversations about one thing , for all its generosity and optimism , never resorts to easy feel-good sentiments . ",1
"comes off more like a misdemeanor , a flat , unconvincing drama that never catches fire . ",0
it 's pauly shore awful . ,0
"a gratingly unfunny groaner littered with zero-dimensional , unlikable characters and hackneyed , threadbare comic setups . ",0
"-lrb- swimfan -rrb- falls victim to sloppy plotting , an insultingly unbelievable final act and a villainess who is too crazy to be interesting . ",0
`` one look at a girl in tight pants and big tits and you turn stupid ? '' ,0
"loses its sense of humor in a vat of failed jokes , twitchy acting , and general boorishness . ",0
"the film 's trailer also looked like crap , so crap is what i was expecting . ",0
a well-intentioned effort that 's still too burdened by the actor 's offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility . ,0
i have a confession to make : i did n't particularly like e.t. the first time i saw it as a young boy . ,0
"the story 's scope and pageantry are mesmerizing , and mr. day-lewis roars with leonine power . ",1
"a stupid , derivative horror film that substitutes extreme gore for suspense . ",0
a sometimes incisive and sensitive portrait that is undercut by its awkward structure and a final veering toward melodrama . ,0
less the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling -lrb- though no less horrifying for it -rrb- . ,1
"the script , the gags , the characters are all direct-to-video stuff , and that 's where this film should have remained . ",0
"while solondz tries and tries hard , storytelling fails to provide much more insight than the inside column of a torn book jacket . ",0
"like the best 60 minutes exposÃ© , the film -lrb- at 80 minutes -rrb- is actually quite entertaining . ",1
eight legged freaks ? ,0
"oversexed , at times overwrought comedy\/drama that offers little insight into the experience of being forty , female and single . ",0
you 'll know a star when you see one . ,1
the film grows on you . ,1
"it stars schticky chris rock and stolid anthony hopkins , who seem barely in the same movie . ",0
meticulously uncovers a trail of outrageous force and craven concealment . ,1
"after the first 10 minutes , which is worth seeing , the movie sinks into an abyss of clichÃ©s , depression and bad alternative music . ",0
"this is a fragmented film , once a good idea that was followed by the bad idea to turn it into a movie . ",0
... the kind of movie you see because the theater has air conditioning . ,0
"like the full monty , this is sure to raise audience 's spirits and leave them singing long after the credits roll . ",1
the movie does n't generate a lot of energy . ,0
"lucy 's a dull girl , that 's all . ",0
while the frequent allusions to gurus and doshas will strike some westerners as verging on mumbo-jumbo ... broad streaks of common sense emerge with unimpeachable clarity . ,1
"the gags , and the script , are a mixed bag . ",0
"even in the summertime , the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities . ",0
"despite the fact that this film was n't as bad as i thought it was going to be , it 's still not a good movie ",0
"humorous and heartfelt , douglas mcgrath 's version of ` nicholas nickleby ' left me feeling refreshed and hopeful . ",1
"cassavetes thinks he 's making dog day afternoon with a cause , but all he 's done is to reduce everything he touches to a shrill , didactic cartoon . ",0
an elegant film with often surprising twists and an intermingling of naivetÃ© and sophistication . ,1
"tambor and clayburgh make an appealing couple -- he 's understated and sardonic , she 's appealingly manic and energetic . ",1
"the jokes are flat , and the action looks fake . ",0
an unorthodox little film noir organized crime story that includes one of the strangest love stories you will ever see . ,1
there is only so much baked cardboard i need to chew . ,0
a winning and wildly fascinating work . ,1
"it forces you to watch people doing unpleasant things to each other and themselves , and it maintains a cool distance from its material that is deliberately unsettling . ",0
"i 'm sure the filmmaker would disagree , but , honestly , i do n't see the point . ",0
"-lrb- a -rrb- wonderfully loopy tale of love , longing , and voting . ",1
"a moving , if uneven , success . ",1
"one of recent memory 's most thoughtful films about art , ethics , and the cost of moral compromise . ",1
but ticket-buyers with great expectations will wind up as glum as mr. de niro . ,0
"i just saw this movie ... well , it 's probably not accurate to call it a movie . ",0
what 's really sad is to see two academy award winning actresses -lrb- and one academy award winning actor -rrb- succumb to appearing in this junk that 's tv sitcom material at best . ,0
"oh , look at that clever angle ! ",1
"the film 's lack of personality permeates all its aspects -- from the tv movie-esque , affected child acting to the dullest irish pub scenes ever filmed . ",0
"the film feels uncomfortably real , its language and locations bearing the unmistakable stamp of authority . ",1
those seeking a definitive account of eisenstein 's life would do better elsewhere . ,0
"worth a look by those on both sides of the issues , if only for the perspective it offers , one the public rarely sees . ",1
"but this time , the old mib label stands for milder is n't better . ",0
"when it comes out on video , then it 's the perfect cure for insomnia . ",0
"as literary desecrations go , this makes for perfectly acceptable , occasionally very enjoyable children 's entertainment . ",1
"twenty-three movies into a mostly magnificent directorial career , clint eastwood 's efficiently minimalist style finally has failed him . ",0
its adult themes of familial separation and societal betrayal are head and shoulders above much of the director 's previous popcorn work . ,1
"with ` bowling for columbine , ' michael moore gives us the perfect starting point for a national conversation about guns , violence , and fear . ",1
every sequel you skip will be two hours gained . ,0
"tully is worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer hilary birmingham . ",1
"apart from anything else , this is one of the best-sustained ideas i have ever seen on the screen . ",1
a fairly harmless but ultimately lifeless feature-length afterschool special . ,0
"a stylish but steady , and ultimately very satisfying , piece of character-driven storytelling . ",1
"features nonsensical and laughable plotting , wooden performances , ineptly directed action sequences and some of the worst dialogue in recent memory . ",0
forget about one oscar nomination for julianne moore this year - she should get all five . ,1
lightweight but appealing . ,1
"has no reason to exist , other than to employ hollywood kids and people who owe favors to their famous parents . ",0
"unfunny comedy with a lot of static set ups , not much camera movement , and most of the scenes take place indoors in formal settings with motionless characters . ",0
"shyamalan takes a potentially trite and overused concept -lrb- aliens come to earth -rrb- and infuses it into a rustic , realistic , and altogether creepy tale of hidden invasion . ",1
"literary purists may not be pleased , but as far as mainstream matinee-style entertainment goes , it does a bang-up job of pleasing the crowds . ",1
this is a children 's film in the truest sense . ,1
"funny in a sick , twisted sort of way . ",1
"been there , done that ... a thousand times already , and better . ",0
there 's an energy to y tu mamÃ¡ tambiÃ©n . ,1
"waydowntown may not be an important movie , or even a good one , but it provides a nice change of mindless pace in collision with the hot oscar season currently underway . ",1
it 's better than the phantom menace . ,1
