review,sentiment
There 's none of the happily-ever - after spangle of Monsoon Wedding in Late Marriage -- and that 's part of what makes Dover Kosashvili 's outstanding feature debut so potent .,4
"Plot , characters , drama , emotions , ideas -- all are irrelevant to the experience of seeing The Scorpion King .",1
"While dutifully pulling on heartstrings , directors Dean Deblois and Chris Sanders valiantly keep punching up the mix .",3
"It 's a smart , funny look at an arcane area of popular culture , and if it is n't entirely persuasive , it does give exposure to some talented performers .",3
You can tell almost immediately that Welcome to Collinwood is n't going to jell .,1
"Vera has created a provocative , absorbing drama that reveals the curse of a self-hatred instilled by rigid social mores .",3
"The video work is so grainy and rough , so dependent on being ` naturalistic ' rather than carefully lit and set up , that it 's exhausting to watch .",2
I was impressed by how many tit-for-tat retaliatory responses the filmmakers allow before pulling the plug on the conspirators and averting an American-Russian Armageddon .,3
Those who trek to the ` plex predisposed to like it probably will enjoy themselves .,3
"The plot is nothing but boilerplate clichés from start to finish , and the script assumes that not only would subtlety be lost on the target audience , but that it 's also too stupid to realize that they 've already seen this exact same movie a hundred times",0
"A riveting profile of law enforcement , and a visceral , nasty journey into an urban Hades .",3
"It 's bright , pristine style and bold colors make it as much fun as reading an oversized picture book before bedtime .",3
Consummate actor Barry has done excellent work here .,4
It 's not hateful .,2
"S1M0NE 's satire is not subtle , but it is effective .",3
"The increasingly diverse French director has created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history .",4
"Die Another Day is only intermittently entertaining but it 's hard not to be a sucker for its charms , or perhaps it 's just impossible not to feel nostalgia for movies you grew up with .",2
Strange and beautiful film .,3
If only Merchant paid more attention the story .,1
"... the cast portrays their cartoon counterparts well ... but quite frankly , Scoob and Shag do n't eat enough during the film . '",1
"It 's a technically superb film , shining with all the usual Spielberg flair , expertly utilizing the talents of his top-notch creative team .",4
"Hard , endearing , caring , warm .",4
"An achingly enthralling premise , the film is hindered by uneven dialogue and plot lapses .",1
Exploitative and largely devoid of the depth or sophistication that would make watching such a graphic treatment of the crimes bearable .,1
"Directors John Musker and Ron Clements , the team behind The Little Mermaid , have produced sparkling retina candy , but they are n't able to muster a lot of emotional resonance in the cold vacuum of space .",2
Filmmaker Tian Zhuangzhuang triumphantly returns to narrative filmmaking with a visually masterful work of quiet power .,4
"( Toback 's ) fondness for fancy split-screen , stuttering editing and pompous references to Wittgenstein and Kirkegaard ... blends uneasily with the titillating material .",1
Not even Steven Spielberg has dreamed up such blatant and sickening product placement in a movie .,0
( Siegel ) and co-writers Lisa Bazadona and Grace Woodard have relied too much on convention in creating the characters who surround Frankie .,1
Just a Kiss wants desperately to come off as a fanciful film about the typical problems of average people .,2
"Killing time , that 's all that 's going on here .",0
I encourage young and old alike to go see this unique and entertaining twist on the classic whale 's tale -- you wo n't be sorry !,4
Interesting and thoroughly unfaithful version of Carmen,3
"Not only a coming-of-age story and cautionary parable , but also a perfectly rendered period piece .",4
But something seems to be missing .,2
Like a soft drink that 's been sitting open too long : it 's too much syrup and not enough fizz .,0
"The bottom line , at least in my opinion , is Imposter makes a better short story than it does a film .",1
There 's not a fresh idea at the core of this tale .,1
A thought-provoking and often-funny drama about isolation .,3
"A sharp and quick documentary that is funny and pithy , while illuminating an era of theatrical comedy that , while past , really is n't .",3
"For all its brooding quality , Ash Wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast .",3
"It 's simply stupid , irrelevant and deeply , truly , bottomlessly cynical .",0
"It should be interesting , it should be poignant , it turns out to be affected and boring .",1
"Instead of a witty expose on the banality and hypocrisy of too much kid-vid , we get an ugly , mean-spirited lashing out by an adult who 's apparently been forced by his kids to watch too many Barney videos .",1
"And more than that , it 's an observant , unfussily poetic meditation about identity and alienation .",3
Michael Moore 's latest documentary about America 's thirst for violence is his best film yet ...,4
into How Long Is This Movie ?,1
"A low-budget affair , Tadpole was shot on digital video , and the images often look smeary and blurry , to the point of distraction .",0
"Director-writer Bille August ... depicts this relationship with economical grace , letting his superb actors convey Martin 's deterioration and Barbara 's sadness -- and , occasionally , anger .",2
This low-rent -- and even lower-wit -- rip-off of the Farrelly brothers ' oeuvre gets way too mushy -- and in a relatively short amount of time .,1
It 's not too racy and it 's not too offensive .,2
Nair does n't use ( Monsoon Wedding ) to lament the loss of culture .,2
"From a deceptively simple premise , this deeply moving French drama develops a startling story that works both as a detailed personal portrait and as a rather frightening examination of modern times .",4
... this is n't even a movie we can enjoy as mild escapism ; it is one in which fear and frustration are provoked to intolerable levels .,0
"Super Troopers is an odd amalgam of comedy genres , existing somewhere between the often literal riffs of early Zucker Brothers/Abrahams films , and the decidedly foul stylings of their post-modern contemporaries , The Farrelly Brothers .",2
The movie is ingenious fun .,4
` Like a child with an important message to tell ... ( Skins ' ) faults are easy to forgive because the intentions are lofty . ',2
( Crystal and De Niro ) manage to squeeze out some good laughs but not enough to make this silly con job sing .,2
"Ben Kingsley is truly funny , playing a kind of Ghandi gone bad .",4
"This would have been better than the fiction it has concocted , and there still could have been room for the war scenes .",1
Sorvino is delightful in the central role .,3
"This is a third-person story now , told by Hollywood , and much more ordinary for it .",1
A powerful performance from Mel Gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an M-16 .,4
"Stealing Harvard will dip into your wallet , swipe 90 minutes of your time , and offer you precisely this in recompense : A few early laughs scattered around a plot as thin as it is repetitious .",0
Culkin turns his character into what is basically an anti-Harry Potter -- right down to the Gryffindor scarf .,2
As steamy as last week 's pork dumplings .,0
Some stunning visuals -- and some staggeringly boring cinema .,2
"At three hours and with very little story or character development , there is plenty of room for editing , and a much shorter cut surely would have resulted in a smoother , more focused narrative without sacrificing any of the cultural intrigue .",1
Woefully pretentious .,1
What ultimately makes Windtalkers a disappointment is the superficial way it deals with its story .,0
A faster paced family flick .,3
"With elements cribbed from Lang 's Metropolis , Welles ' Kane , and Eisenstein 's Potemkin , the true wonder of Rintarô 's Metropolis is the number of lasting images all its own .",2
It follows the basic plot trajectory of nearly every Schwarzenegger film : Someone crosses Arnie .,2
A true-blue delight .,4
"Unfortunately , One Hour Photo lives down to its title .",0
Remarkable for its intelligence and intensity .,4
"Enigma is well-made , but it 's just too dry and too placid .",1
"Mostly , ( Goldbacher ) just lets her complicated characters be unruly , confusing and , through it all , human .",3
"I have always appreciated a smartly written motion picture , and , whatever flaws Igby Goes Down may possess , it is undeniably that .",3
"About as enjoyable , I would imagine , as searching for a quarter in a giant pile of elephant feces ... positively dreadful .",0
One of the best of a growing strain of daring films ... that argue that any sexual relationship that does n't hurt anyone and works for its participants is a relationship that is worthy of our respect .,3
It 's a rare window on an artistic collaboration .,3
"Imagine a film that begins as a Seven rip-off , only to switch to a mix of The Shining , The Thing , and any naked teenagers horror flick from the 1980s .",1
... a true delight .,4
"` It 's painful to watch Witherspoon 's talents wasting away inside unnecessary films like Legally Blonde and Sweet Home Abomination , I mean , Alabama . '",0
"A bracing , unblinking work that serves as a painful elegy and sobering cautionary tale .",3
Smarter than its commercials make it seem .,3
One of the worst films of 2002 .,0
I could have used my two hours better watching Being John Malkovich again .,1
Maintains your sympathy for this otherwise challenging soul by letting you share her one-room world for a while .,3
It 's absolutely amazing how first-time director Kevin Donovan managed to find something new to add to the canon of Chan .,3
I do n't even care that there 's no plot in this Antonio Banderas-Lucy Liu faceoff .,2
No thanks .,1
"Massoud 's story is an epic , but also a tragedy , the record of a tenacious , humane fighter who was also the prisoner ( and ultimately the victim ) of history .",2
The movie eventually snaps under the strain of its plot contrivances and its need to reassure .,1
"It all starts to smack of a Hallmark Hall of Fame , with a few four letter words thrown in that are generally not heard on television .",1
"The trouble is , its filmmakers run out of clever ideas and visual gags about halfway through .",1
Viewers will need all the luck they can muster just figuring out who 's who in this pretentious mess .,0
This action-thriller/dark comedy is one of the most repellent things to pop up in a cinematic year already littered with celluloid garbage .,1
A different movie -- sometimes tedious -- by a director many viewers would like to skip but film buffs should get to know .,3
You know that ten bucks you 'd spend on a ticket ?,2
`` Abandon '' will leave you wanting to abandon the theater .,0
"Presents a side of contemporary Chinese life that many outsiders will be surprised to know exists , and does so with an artistry that also smacks of revelation .",3
It 's petty thievery like this that puts flimsy flicks like this behind bars,0
A cautionary tale about the folly of superficiality that is itself endlessly superficial .,1
"Go , girls , right down the reality drain .",1
"This is a movie that is what it is : a pleasant distraction , a Friday night diversion , an excuse to eat popcorn .",3
A rambling ensemble piece with loosely connected characters and plots that never quite gel .,1
Take nothing seriously and enjoy the ride .,3
A sustained fest of self-congratulation between actor and director that leaves scant place for the viewer .,1
It manages to squeeze by on Angelina Jolie 's surprising flair for self-deprecating comedy .,3
"Normally , Rohmer 's talky films fascinate me , but when he moves his setting to the past , and relies on a historical text , he loses the richness of characterization that makes his films so memorable .",1
This harrowing journey into combat hell vividly captures the chaotic insanity and personal tragedies that are all too abundant when human hatred spews forth unchecked .,2
The film 's hero is a bore and his innocence soon becomes a questionable kind of inexcusable dumb innocence .,1
"Impresses as a skillfully assembled , highly polished and professional adaptation ... just about as chilling and unsettling as ` Manhunter ' was .",4
Eyre is on his way to becoming the American Indian Spike Lee .,3
Their computer-animated faces are very expressive .,3
"Despite its lavish formalism and intellectual austerity , the film manages to keep you at the edge of your seat with its shape-shifting perils , political intrigue and brushes with calamity .",3
"Efteriades gives the neighborhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug .",3
The name says it all .,2
Aggravating and tedious .,0
"If you 've got a house full of tots -- do n't worry , this will be on video long before they grow up and you can wait till then .",1
Narc is all menace and atmosphere .,1
"There are a couple of things that elevate `` Glory '' above most of its ilk , most notably the mere presence of Duvall .",3
An intelligently made ( and beautifully edited ) picture that at the very least has a spark of life to it -- more than you can say for plenty of movies that flow through the Hollywood pipeline without a hitch .,4
"Takes one character we do n't like and another we do n't believe , and puts them into a battle of wills that is impossible to care about and is n't very funny .",2
"If you can push on through the slow spots , you 'll be rewarded with some fine acting .",3
"Has a certain ghoulish fascination , and generates a fair amount of B-movie excitement .",3
"And if you appreciate the one-sided theme to Lawrence 's over-indulgent tirade , then knock yourself out and enjoy the big screen postcard that is a self-glorified Martin Lawrence lovefest .",1
Acting can not be acted .,2
"Gooding is the energetic frontman , and it 's hard to resist his enthusiasm , even if the filmmakers come up with nothing original in the way of slapstick sequences .",3
Beautifully directed and convincingly acted .,3
"Instead of letting the laughs come as they may , Lawrence unleashes his trademark misogyny -- er , comedy -- like a human volcano or an overflowing septic tank , take your pick .",0
Start reading your scripts before signing that dotted line .,1
A small independent film suffering from a severe case of Hollywood-itis .,1
"An inconsequential , barely there bit of piffle .",1
Completely awful Iranian drama ... as much fun as a grouchy ayatollah in a cold mosque .,0
"What Bloody Sunday lacks in clarity , it makes up for with a great , fiery passion .",2
"An energetic , violent movie with a momentum that never lets up .",3
At its best ... Festival in Cannes bubbles with the excitement of the festival in Cannes .,2
Might be one of those vanity projects in which a renowned filmmaker attempts to show off his talent by surrounding himself with untalented people .,2
"Between bursts of automatic gunfire , the story offers a trenchant critique of capitalism .",3
Its appeal will probably limited to LDS Church members and undemanding armchair tourists .,1
"Davis ' candid , archly funny and deeply authentic take on intimate relationships comes to fruition in her sophomore effort .",3
Epps has neither the charisma nor the natural affability that has made Tucker a star .,0
These two are generating about as much chemistry as an Iraqi factory poised to receive a UN inspector .,2
The cumulative effect of watching this 65-minute trifle is rather like being trapped while some weird relative trots out the video he took of the family vacation to Stonehenge .,0
The somber pacing and lack of dramatic fireworks make Green Dragon seem more like medicine than entertainment .,0
It 's funny .,3
The universal theme of becoming a better person through love has never been filmed more irresistibly than in ` Baran . ',4
"The waterlogged script plumbs uncharted depths of stupidity , incoherence and sub-sophomoric sexual banter .",0
You ... get a sense of good intentions derailed by a failure to seek and strike just the right tone .,1
A dashing and absorbing outing with one of France 's most inventive directors .,3
-- but certainly hard to hate .,3
A glorious mess .,2
"A breezy blend of art , history , esoteric musings and philosophy .",3
"Don Michael Paul uses quick-cuts , ( very ) large shadows and wide-angle shots taken from a distance to hide the liberal use of a body double ( for Seagal ) .",2
Miller comes at film with bracing intelligence and a vision both painterly and literary .,4
"The movie 's plot is almost entirely witless and inane , carrying every gag two or three times beyond its limit to sustain a laugh .",0
"It 's hard to imagine any recent film , independent or otherwise , that makes as much of a mess as this one .",0
"It 's a very sincere work , but it would be better as a diary or documentary .",3
Features Fincher 's characteristically startling visual style and an almost palpable sense of intensity .,3
To call this film a lump of coal would only be to flatter it .,0
A gift to anyone who loves both dance and cinema,3
"This overlong infomercial , due out on video before month 's end , is tepid and tedious .",1
"If you can tolerate the redneck-versus-blueblood cliches that the film trades in , Sweet Home Alabama is diverting in the manner of Jeff Foxworthy 's stand-up act .",2
"A sharp , amusing study of the cult of celebrity .",3
"The setting turns out to be more interesting than any of the character dramas , which never reach satisfying conclusions .",1
"An unusually dry-eyed , even analytical approach to material that is generally played for maximum moisture .",3
"Though there 's a clarity of purpose and even-handedness to the film 's direction , the drama feels rigged and sluggish .",1
"77 minutes of Pokemon may not last 4ever , it just seems like it does .",1
"A movie you observe , rather than one you enter into .",1
"Too damn weird to pass up , and for the blacklight crowd , way cheaper ( and better ) than Pink Floyd tickets .",3
Less worrying about covering all the drama in Frida 's life and more time spent exploring her process of turning pain into art would have made this a superior movie .,2
"The film is so busy making reference to other films and trying to be other films that it fails to have a heart , mind or humor of its own .",0
"Zhuangzhuang creates delicate balance of style , text , and subtext that 's so simple and precise that anything discordant would topple the balance , but against all odds , nothing does .",3
( P ) artnering Murphy with Robert De Niro for the TV-cops comedy Showtime would seem to be surefire casting .,3
So original in its base concept that you can not help but get caught up .,4
The film 's needlessly opaque intro takes its doe-eyed Crudup out of pre-9 / 11 New York and onto a cross-country road trip of the Homeric kind .,1
"The film is a hoot , and is just as good , if not better than much of what 's on Saturday morning TV especially the pseudo-educational stuff we all ca n't stand .",4
Too bad Maggio could n't come up with a better script .,1
"A 94-minute travesty of unparalleled proportions , writer-director Parker seems to go out of his way to turn the legendary wit 's classic mistaken identity farce into brutally labored and unfunny hokum .",0
"You may think you have figured out the con and the players in this debut film by Argentine director Fabian Bielinsky , but while you were thinking someone made off with your wallet .",1
"Spielberg 's first real masterpiece , it deserved all the hearts it won -- and wins still , 20 years later .",4
The kind of film that leaves you scratching your head in amazement over the fact that so many talented people could participate in such an ill-advised and poorly executed idea .,0
"The film would have been more enjoyable had the balance shifted in favor of water-bound action over the land-based ` drama , ' but the emphasis on the latter leaves Blue Crush waterlogged .",1
"If you 're over 25 , have an IQ over 90 , and have a driver 's license , you should be able to find better entertainment .",0
"The film does a solid job of slowly , steadily building up to the climactic burst of violence .",4
"This Chicago has hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare .",4
The irony is that this film 's cast is uniformly superb ; their performances could have -- should have -- been allowed to stand on their own .,3
"No one involved , save Dash , shows the slightest aptitude for acting , and the script , credited to director Abdul Malik Abbott and Ernest ` Tron ' Anderson , seems entirely improvised .",0
"It 's just too bad the screenwriters eventually shoot themselves in the feet with cop flick cliches like an oily arms dealer , squad car pile-ups and the requisite screaming captain .",0
Simone is not a bad film .,3
"Got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1/2 - hour , dissipated length .",3
"Niccol the filmmaker merges his collaborators ' symbolic images with his words , insinuating , for example , that in Hollywood , only God speaks to the press",3
"Painful , horrifying and oppressively tragic , this film should not be missed .",4
"Wes Craven 's presence is felt ; not the Craven of ' A Nightmare on Elm Street ' or ` The Hills Have Eyes , ' but the sad schlock merchant of ` Deadly Friend . '",1
This angst-ridden territory was covered earlier and much better in Ordinary People .,1
Sweet Home Alabama certainly wo n't be remembered as one of ( Witherspoon 's ) better films .,1
"` Synthetic ' is the best description of this well-meaning , beautifully produced film that sacrifices its promise for a high-powered star pedigree .",1
"Except for Paymer as the boss who ultimately expresses empathy for Bartleby 's pain , the performances are so stylized as to be drained of human emotion .",2
"This is n't a terrible film by any means , but it 's also far from being a realized work .",2
Nicholson 's understated performance is wonderful .,4
"Typical animé , with cheapo animation ( like Saturday morning TV in the '60s ) , a complex sword-and-sorcery plot and characters who all have big round eyes and Japanese names .",1
A chiller resolutely without chills .,0
So riddled with unanswered questions that it requires gargantuan leaps of faith just to watch it plod along .,2
"Not a strike against Yang 's similarly themed Yi Yi , but I found What Time ?",1
Stiff and schmaltzy and clumsily directed .,0
"Tadpole may be one of the most appealing movies ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother .",3
"With an admirably dark first script by Brent Hanley , Paxton , making his directorial feature debut , does strong , measured work .",4
"It cuts to the core of what it actually means to face your fears , to be a girl in a world of boys , to be a boy truly in love with a girl , and to ride the big metaphorical wave that is life -- wherever it takes you .",4
This mess of a movie is nothing short of a travesty of a transvestite comedy .,0
One of those decades-spanning historical epics that strives to be intimate and socially encompassing but fails to do justice to either effort in three hours of screen time .,1
"If you 're not deeply touched by this movie , check your pulse .",4
"First-time writer-director Dylan Kidd also has a good ear for dialogue , and the characters sound like real people .",3
Phoned-in business as usual .,1
It was only a matter of time before some savvy producer saw the potential success inherent in the mixture of Bullock Bubble and Hugh Goo .,3
"Even if you do n't understand what on earth is going on , this is a movie that will stimulate hours of post viewing discussion , if only to be reminded of who did what to whom and why .",3
Dense and thoughtful and brimming with ideas that are too complex to be rapidly absorbed .,2
"Just when you think you are making sense of it , something happens that tells you there is no sense .",1
Any attempts at nuance given by the capable cast is drowned out by director Jon Purdy 's sledgehammer sap .,1
"The film 's best trick is the way that it treats conspiracy as a kind of political Blair Witch , a monstrous murk that haunts us precisely because it can never be seen .",2
A DOA dud from frame one .,0
"An old-fashioned scary movie , one that relies on lingering terror punctuated by sudden shocks and not constant bloodshed punctuated by flying guts .",3
Wiser souls would have tactfully pretended not to see it and left it lying there,2
"Fear permeates the whole of Stortelling , Todd Solondz ' oftentimes funny , yet ultimately cowardly autocritique .",3
This 100-minute movie only has about 25 minutes of decent material .,1
"There 's some outrageously creative action in The Transporter ... ( b ) ut by the time Frank parachutes down onto a moving truck , it 's just another cartoon with an unstoppable superman .",1
"... the tale of her passionate , tumultuous affair with Musset unfolds as Sand 's masculine persona , with its love of life and beauty , takes form .",3
A lot more dimensional and complex than its sunny disposition would lead you to believe .,3
"Brings to a spectacular completion one of the most complex , generous and subversive artworks of the last decade .",4
"A directorial tour de force by Bernard Rose , ivans xtc .",3
"It sounds like another clever if pointless excursion into the abyss , and that 's more or less how it plays out .",1
"Though writer/director Bart Freundlich 's film ultimately becomes a simplistic story about a dysfunctional parent-child relationship , it has some special qualities and the soulful gravity of Crudup 's anchoring performance .",3
"With McConaughey in an entirely irony-free zone and Bale reduced mainly to batting his sensitive eyelids , there 's not enough intelligence , wit or innovation on the screen to attract and sustain an older crowd .",1
"Although Disney follows its standard formula in this animated adventure , it feels more forced than usual .",1
"Simply put , there should have been a more compelling excuse to pair Susan Sarandon and Goldie Hawn .",1
"Whether or not Ram Dass proves as clear and reliable an authority on that as he was about inner consciousness , Fierce Grace reassures us that he will once again be an honest and loving one .",3
It does n't work as either .,0
"A small fortune in salaries and stunt cars might have been saved if the director , Tom Dey , had spliced together bits and pieces of Midnight Run and 48 Hours ( and , for that matter , Shrek ) .",1
"Washington overcomes the script 's flaws and envelops the audience in his character 's anguish , anger and frustration .",3
"It 's difficult to feel anything much while watching this movie , beyond mild disturbance or detached pleasure at the acting .",1
"Even though we know the outcome , the seesawing of the general 's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses lends the film a resonant undertone of tragedy .",3
"Seriously , rent the Disney version .",1
LaBute 's careful handling makes the material seem genuine rather than pandering .,4
"In an era where big stars and high production values are standard procedure , Narc strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve .",3
Should have gone straight to video .,0
"There are things to like about Murder By Numbers -- but , in the end , the disparate elements do n't gel .",2
The film is flat .,1
Why would anyone cast the magnificent Jackie Chan in a movie full of stunt doubles and special effects ?,1
"As well-acted and well-intentioned as All or Nothing is , however , the film comes perilously close to being too bleak , too pessimistic and too unflinching for its own good .",2
"Weirdly , Broomfield has compelling new material but he does n't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .",1
This movie is about the worst thing Chan has done in the United States .,0
is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his Halloween trip to the Haunted House .,0
"In its chicken heart , Crush goes to absurd lengths to duck the very issues it raises .",1
"Entirely suspenseful , extremely well-paced and ultimately ... dare I say , entertaining !",4
"can be as tiresome as 9 seconds of Jesse Helms ' anti- Castro rhetoric , which are included",1
... Rogers 's mouth never stops shut about the war between the sexes and how to win the battle .,3
That 's why Sex and Lucia is so alluring .,3
"Not about scares but a mood in which an ominous , pervasive , and unknown threat lurks just below the proceedings and adds an almost constant mindset of suspense .",3
"Invigorating , surreal , and resonant with a rainbow of emotion .",4
"While the film is not entirely successful , it still manages to string together enough charming moments to work .",3
"There are problems with this film that even 3 Oscar winners ca n't overcome , but it 's a nice girl-buddy movie once it gets rock-n-rolling .",2
Just offbeat enough to keep you interested without coming close to bowling you over .,3
Whole stretches of the film may be incomprehensible to moviegoers not already clad in basic black .,1
"( H ) ad I suffered and bled on the hard ground of Ia Drang , I 'd want something a bit more complex than We Were Soldiers to be remembered by .",1
Its sheer dynamism is infectious .,3
"Although tender and touching , the movie would have benefited from a little more dramatic tension and some more editing .",2
"A few zingers aside , the writing is indifferent , and Jordan Brady 's direction is prosaic .",1
"In his latest effort , Storytelling , Solondz has finally made a movie that is n't just offensive -- it also happens to be good .",3
"` The film is stark , straightforward and deadly ... an unnatural calm that 's occasionally shaken by ... blasts of rage , and later , violent jealousy . '",2
A very capable nailbiter .,3
They can and will turn on a dime from oddly humorous to tediously sentimental .,3
"Boasting some of the most poorly staged and lit action in memory , Impostor is as close as you can get to an imitation movie .",1
"Cheap , vulgar dialogue and a plot that crawls along at a snail 's pace .",1
"If Jews were Catholics , this would be Catechism",2
"May not be a breakthrough in filmmaking , but it is unwavering and arresting .",3
"More timely than its director could ever have dreamed , this quietly lyrical tale probes the ambiguous welcome extended by Iran to the Afghani refugees who streamed across its borders , desperate for work and food .",4
It 's rare to see a movie that takes such a speedy swan dive from `` promising '' to `` interesting '' to `` familiar '' before landing squarely on `` stupid '' .,1
"Road to Perdition does display greatness , and it 's worth seeing .",4
"Funny , somber , absurd , and , finally , achingly sad , Bartleby is a fine , understated piece of filmmaking .",4
"The characters seem one-dimensional , and the film is superficial and will probably be of interest primarily to its target audience .",1
I suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the DVD .,1
The movie should be credited with remembering his victims .,2
As refreshing as a drink from a woodland stream .,3
"A special kind of movie , this melancholic film noir reminded me a lot of Memento ...",4
It 's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are ` edgy . ',0
The Pool drowned me in boredom .,1
Has all the scenic appeal of a cesspool .,0
Bring on the sequel .,3
"As the princess , Sorvino glides gracefully from male persona to female without missing a beat .",3
Romanek keeps adding flourishes -- artsy fantasy sequences -- that simply feel wrong .,1
"Dong shows how intolerance has the power to deform families , then tear them apart .",2
Spain 's greatest star wattage does n't overcome the tumult of maudlin tragedy .,1
"Anyone not into high-tech splatterfests is advised to take the warning literally , and log on to something more user-friendly .",1
"Not as well-written as Sexy Beast , not as gloriously flippant as Lock , Stock and Two Smoking Barrels , but stylish and moody and exceptionally well-acted .",3
Great character interaction .,4
"A photographic marvel of sorts , and it 's certainly an invaluable record of that special fishy community .",3
This is a film that manages to find greatness in the hue of its drastic iconography .,3
"For those who are intrigued by politics of the '70s , the film is every bit as fascinating as it is flawed .",3
A soul-stirring documentary about the Israeli/Palestinian conflict as revealed through the eyes of some children who remain curious about each other against all odds .,4
A passionately inquisitive film determined to uncover the truth and hopefully inspire action .,4
"An ambitious , serious film that manages to do virtually everything wrong ; sitting through it is something akin to an act of cinematic penance .",2
classic cinema served up with heart and humor,4
"A subtle , humorous , illuminating study of politics , power and social mobility .",3
"It 's the perfect star vehicle for Grant , allowing him to finally move away from his usual bumbling , tongue-tied screen persona .",3
"Self-congratulatory , misguided , and ill-informed , if nonetheless compulsively watchable .",2
"Ourside the theatre Roger might be intolerable company , but inside it he 's well worth spending some time with .",4
Nothing about them is attractive .,1
Features one of the most affecting depictions of a love affair ever committed to film .,4
"By the time you reach the finale , you 're likely wondering why you 've been watching all this strutting and posturing .",0
"Would be an unendurable viewing experience for this ultra-provincial New Yorker if 26-year-old Reese Witherspoon were not on hand to inject her pure fantasy character , Melanie Carmichael , with a massive infusion of old-fashioned Hollywood magic .",3
Uneven performances and a spotty script add up to a biting satire that has no teeth .,1
A movie of technical skill and rare depth of intellect and feeling .,4
It 's impossible to even categorize this as a smutty guilty pleasure .,1
They were right .,2
Promises is a compelling piece that demonstrates just how well children can be trained to live out and carry on their parents ' anguish .,3
"Does n't deliver a great story , nor is the action as gripping as in past Seagal films .",1
Disturbing .,1
This is more fascinating -- being real -- than anything seen on Jerry Springer .,4
"I did go back and check out the last 10 minutes , but these were more repulsive than the first 30 or 40 minutes .",0
Australian actor/director John Polson and award-winning English cinematographer Giles Nuttgens make a terrific effort at disguising the obvious with energy and innovation .,3
"The Pianist ( is ) a supremely hopeful cautionary tale of war 's madness remembered that we , today , can prevent its tragic waste of life .",4
Bond-inspired ?,2
"A frustrating ` tweener ' -- too slick , contrived and exploitative for the art houses and too cynical , small and decadent for the malls .",0
It 's hard to believe that something so short could be so flabby .,1
Who knew ...,2
"Reign of Fire never comes close to recovering from its demented premise , but it does sustain an enjoyable level of ridiculousness .",1
If Sinise 's character had a brain his ordeal would be over in five minutes but instead the plot goes out of its way to introduce obstacles for him to stumble over .,2
"A profoundly stupid affair , populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility .",0
"It gives poor Dana Carvey nothing to do that is really funny , and then expects us to laugh because he acts so goofy all the time .",1
"Better still , he does all of this , and more , while remaining one of the most savagely hilarious social critics this side of Jonathan Swift .",4
"... a plotline that 's as lumpy as two-day old porridge ... the filmmakers ' paws , sad to say , were all over this `` un-bear-able '' project !",0
"The screenplay comes across , rather unintentionally , as Hip-Hop Scooby-Doo .",2
"Soulless and -- even more damning -- virtually joyless , XXX achieves near virtuosity in its crapulence .",0
"You come away wishing , though , that the movie spent a lot less time trying to make a credible case for reports from the afterlife and a lot more time on the romantic urgency that 's at the center of the story .",2
And the positive change in tone here seems to have recharged him .,3
"Some episodes work , some do n't .",1
` Opening up ' the play more has partly closed it down .,1
"Instead , he focuses on the anguish that can develop when one mulls leaving the familiar to traverse uncharted ground .",2
A wildly entertaining scan of Evans ' career .,4
"For a film about explosions and death and spies , `` Ballistic : Ecks vs. Sever '' seems as safe as a children 's film .",1
"This is very much of a mixed bag , with enough negatives to outweigh the positives .",1
"It 's an entertaining movie , and the effects , boosted to the size of a downtown hotel , will all but take you to outer space .",3
"A dull , inconsistent , dishonest female bonding picture .",0
We get the comedy we settle for .,1
Writer and director Otar Iosseliani 's pleasant tale about a factory worker who escapes for a holiday in Venice reveals how we all need a playful respite from the grind to refresh our souls .,4
"The slapstick is labored , and the bigger setpieces flat .",0
He makes you realize that deep inside righteousness can be found a tough beauty .,4
... works on some levels and is certainly worth seeing at least once .,3
What 's worse is that Pelosi knows it .,1
"Far more successful , if considerably less ambitious , than last year 's Kubrick-meets-Spielberg exercise .",3
Bielinsky is a filmmaker of impressive talent .,3
"A bizarre piece of work , with premise and dialogue at the level of kids ' television and plot threads as morose as teen pregnancy , rape and suspected murder",1
"I can imagine this movie as a b & w British comedy , circa 1960 , with Peter Sellers , Kenneth Williams , et al. , but at this time , with this cast , this movie is hopeless .",1
It 's a very valuable film ...,4
Just a collection of this and that -- whatever fills time -- with no unified whole .,1
Big mistake .,1
Distinctly sub-par ... more likely to drown a viewer in boredom than to send any shivers down his spine .,0
